VV_L,VH_L,projectedInc,name,type_1st_h,image_date_time_utc,sensor,count,inc_class,image_date,year,image_date_time_ksa
0.06644968573326808,0.015820995333788453,42.905194916081186,C114,alfaalfa,2014-10-18 15:31:00,S1A,5124,high,2014-10-18,2014,2014-10-18 18:31:00
0.03526869566820516,0.004704889667799754,43.19891726818434,C92,alfaalfa,2014-10-18 15:31:00,S1A,5403,high,2014-10-18,2014,2014-10-18 18:31:00
0.04684044051693525,0.014722748360788311,42.0047756661442,A21,wheat,2014-10-18 15:31:00,S1A,3828,high,2014-10-18,2014,2014-10-18 18:31:00
0.047104323082670846,0.014048426912463517,42.22986884525205,A15,wheat,2014-10-18 15:31:00,S1A,5118,high,2014-10-18,2014,2014-10-18 18:31:00
0.10380638678959646,0.019981455648159334,42.77895308323788,C20,wheat,2014-10-18 15:31:00,S1A,5238,high,2014-10-18,2014,2014-10-18 18:31:00
0.0796257525035476,0.01491066925650549,42.10998182632942,A19,wheat,2014-10-18 15:31:00,S1A,5021,high,2014-10-18,2014,2014-10-18 18:31:00
0.046121676724855266,0.013970920604744159,41.92725661201532,A26,wheat,2014-10-18 15:31:00,S1A,4178,high,2014-10-18,2014,2014-10-18 18:31:00
0.10577521616510306,0.021000312425392353,42.697827575437245,C15,wheat,2014-10-18 15:31:00,S1A,5203,high,2014-10-18,2014,2014-10-18 18:31:00
0.047014567842814915,0.010037319080249683,42.90874155405405,C4,wheat,2014-10-18 15:31:00,S1A,5180,high,2014-10-18,2014,2014-10-18 18:31:00
0.035727749841989086,0.003994166911020201,41.96730667639364,A32,barely,2014-10-18 15:31:00,S1A,4969,high,2014-10-18,2014,2014-10-18 18:31:00
0.025922600255227572,0.0024289224603869495,42.11902216174183,A39,barely,2014-10-18 15:31:00,S1A,5144,high,2014-10-18,2014,2014-10-18 18:31:00
0.06059248492082827,0.015957038776270156,41.75399054422575,A138,wheat,2014-10-18 15:31:00,S1A,4217,high,2014-10-18,2014,2014-10-18 18:31:00
0.04081597822442549,0.004271207593618177,42.06913145975646,A57,alfaalfa,2014-10-18 15:31:00,S1A,6734,high,2014-10-18,2014,2014-10-18 18:31:00
0.05907253313202522,0.014622253300253888,41.79624969864995,A139,wheat,2014-10-18 15:31:00,S1A,4148,high,2014-10-18,2014,2014-10-18 18:31:00
0.0284165530343942,0.0023194806000787177,42.8127190140169,B14,alfaalfa,2014-10-18 15:31:00,S1A,5208,high,2014-10-18,2014,2014-10-18 18:31:00
0.058931533839179186,0.013445309255758119,41.76296965655998,A140,wheat,2014-10-18 15:31:00,S1A,5343,high,2014-10-18,2014,2014-10-18 18:31:00
0.0571067560286749,0.013258688506625947,41.729806082589285,A141,wheat,2014-10-18 15:31:00,S1A,5376,high,2014-10-18,2014,2014-10-18 18:31:00
0.0654329006632208,0.014638363672867345,41.79886829701273,A37,alfaalfa,2014-10-18 15:31:00,S1A,4084,high,2014-10-18,2014,2014-10-18 18:31:00
0.027408047103714844,0.0033330863085381745,42.100621990369184,A82,alfaalfa,2014-10-18 15:31:00,S1A,6853,high,2014-10-18,2014,2014-10-18 18:31:00
0.07496161739686798,0.015029417664214768,42.41911075712144,D74,alfaalfa,2014-10-18 15:31:00,S1A,6670,high,2014-10-18,2014,2014-10-18 18:31:00
0.08547724890760681,0.016936359966391756,42.24469915630551,A98,wheat,2014-10-18 15:31:00,S1A,5067,high,2014-10-18,2014,2014-10-18 18:31:00
0.0617841208459963,0.014460088233867106,41.71363966701903,A54,potato,2014-10-18 15:31:00,S1A,4730,high,2014-10-18,2014,2014-10-18 18:31:00
0.06173367441763667,0.015609610431415769,41.76279823951818,A47,potato,2014-10-18 15:31:00,S1A,4317,high,2014-10-18,2014,2014-10-18 18:31:00
0.06036733785310999,0.00707116098392482,42.754029111644655,D65,alfaalfa,2014-10-18 15:31:00,S1A,4165,high,2014-10-18,2014,2014-10-18 18:31:00
0.0735131283647223,0.0149405199893205,42.889981511020885,D20,wheat,2014-10-18 15:31:00,S1A,5172,high,2014-10-18,2014,2014-10-18 18:31:00
0.0847944118306642,0.018214320226880618,42.88013573000734,D25,wheat,2014-10-18 15:31:00,S1A,5452,high,2014-10-18,2014,2014-10-18 18:31:00
0.07449084873869594,0.02122780598466424,42.54678055345674,D75,alfaalfa,2014-10-18 15:31:00,S1A,5294,high,2014-10-18,2014,2014-10-18 18:31:00
0.07075575609696536,0.01745721926817083,41.85219132586611,A55,not classified,2014-10-18 15:31:00,S1A,3839,high,2014-10-18,2014,2014-10-18 18:31:00
0.05348396623379071,0.005351122038211984,42.71620551869722,D56,alfaalfa,2014-10-18 15:31:00,S1A,4145,high,2014-10-18,2014,2014-10-18 18:31:00
0.08191621063109313,0.017550117496095502,42.628417749887944,D26,wheat,2014-10-18 15:31:00,S1A,4462,high,2014-10-18,2014,2014-10-18 18:31:00
0.032207672812081756,0.007169869633999086,42.45467394314196,D66,alfaalfa,2014-10-18 15:31:00,S1A,5417,high,2014-10-18,2014,2014-10-18 18:31:00
0.09031131669504448,0.019183575789921,42.828672491286,D27,wheat,2014-10-18 15:31:00,S1A,5451,high,2014-10-18,2014,2014-10-18 18:31:00
0.07369502078751655,0.01614146930811489,42.796047342035564,D47,wheat,2014-10-18 15:31:00,S1A,5286,high,2014-10-18,2014,2014-10-18 18:31:00
0.04975635888957312,0.014681901523533259,42.599796105977745,D76,alfaalfa,2014-10-18 15:31:00,S1A,5303,high,2014-10-18,2014,2014-10-18 18:31:00
0.05802818797459112,0.01165143449729848,41.99123831775701,A93,wheat,2014-10-18 15:31:00,S1A,5350,high,2014-10-18,2014,2014-10-18 18:31:00
0.08755639818601545,0.0193459559081673,42.73702311078503,D28,wheat,2014-10-18 15:31:00,S1A,5452,high,2014-10-18,2014,2014-10-18 18:31:00
0.045672376928295594,0.007317984298047094,42.69094982707048,D57,alfaalfa,2014-10-18 15:31:00,S1A,5349,high,2014-10-18,2014,2014-10-18 18:31:00
0.06806258114537563,0.016737552654830755,41.814049383525706,A71,not classified,2014-10-18 15:31:00,S1A,3812,high,2014-10-18,2014,2014-10-18 18:31:00
0.07769122608205214,0.015569558826430668,42.05106209150327,A108,wheat,2014-10-18 15:31:00,S1A,5049,high,2014-10-18,2014,2014-10-18 18:31:00
0.03205885784180414,0.007067415488804798,42.40017684288905,D67,alfaalfa,2014-10-18 15:31:00,S1A,5372,high,2014-10-18,2014,2014-10-18 18:31:00
0.08928186222401416,0.020222514597903866,42.77295093328405,D29,wheat,2014-10-18 15:31:00,S1A,5411,high,2014-10-18,2014,2014-10-18 18:31:00
0.05451732388543985,0.00873329050796104,42.58013935262475,D48,alfaalfa,2014-10-18 15:31:00,S1A,5391,high,2014-10-18,2014,2014-10-18 18:31:00
0.07288781342284467,0.01338237921557022,42.028958039492245,A94,wheat,2014-10-18 15:31:00,S1A,4963,high,2014-10-18,2014,2014-10-18 18:31:00
0.04591877392154654,0.010058006729655317,42.58692731900452,D58,alfaalfa,2014-10-18 15:31:00,S1A,5304,high,2014-10-18,2014,2014-10-18 18:31:00
0.11468111424787972,0.023610048097701796,42.38432228355247,D68,alfaalfa,2014-10-18 15:31:00,S1A,4031,high,2014-10-18,2014,2014-10-18 18:31:00
0.07716553215914694,0.014685576248921351,42.245374137080866,A124,wheat,2014-10-18 15:31:00,S1A,5070,high,2014-10-18,2014,2014-10-18 18:31:00
0.0849764882158584,0.018237073953051703,42.74288884289919,D30,wheat,2014-10-18 15:31:00,S1A,5436,high,2014-10-18,2014,2014-10-18 18:31:00
0.04389523163842842,0.00865596352946345,42.69604029990628,D49,alfaalfa,2014-10-18 15:31:00,S1A,5335,high,2014-10-18,2014,2014-10-18 18:31:00
0.09251247942568466,0.008970078931050016,42.20858139947305,A125bis,barely,2014-10-18 15:31:00,S1A,4934,high,2014-10-18,2014,2014-10-18 18:31:00
0.10130167301295519,0.022149861938590542,42.416226073762836,D69,alfaalfa,2014-10-18 15:31:00,S1A,5355,high,2014-10-18,2014,2014-10-18 18:31:00
0.07741794988198916,0.015407002409578393,42.03857155054645,A118,wheat,2014-10-18 15:31:00,S1A,5124,high,2014-10-18,2014,2014-10-18 18:31:00
0.14288602650621454,0.01289132751419666,42.124263662718974,A125,barely,2014-10-18 15:31:00,S1A,4053,high,2014-10-18,2014,2014-10-18 18:31:00
0.03367662447244201,0.0026522263312470542,42.30249085923217,D79,wheat,2014-10-18 15:31:00,S1A,5470,high,2014-10-18,2014,2014-10-18 18:31:00
0.059242184652666154,0.012808203126825214,42.62473366477273,D32,wheat,2014-10-18 15:31:00,S1A,6688,high,2014-10-18,2014,2014-10-18 18:31:00
0.08932502556312114,0.010158421509086628,42.34286224920307,D70,wheat,2014-10-18 15:31:00,S1A,5333,high,2014-10-18,2014,2014-10-18 18:31:00
0.11668018539112869,0.024826953319682887,42.46986872242959,D59,alfaalfa,2014-10-18 15:31:00,S1A,2947,high,2014-10-18,2014,2014-10-18 18:31:00
0.0891224002291094,0.020170237320558976,42.846468690248564,D50,alfaalfa,2014-10-18 15:31:00,S1A,4184,high,2014-10-18,2014,2014-10-18 18:31:00
0.09605533009441612,0.020928123551899908,42.39670991658944,D51,alfaalfa,2014-10-18 15:31:00,S1A,5395,high,2014-10-18,2014,2014-10-18 18:31:00
0.06224726850194354,0.014911465004024169,42.22935135933806,D89,wheat,2014-10-18 15:31:00,S1A,5499,high,2014-10-18,2014,2014-10-18 18:31:00
0.0712150345943195,0.01657565391632234,42.0492741857309,A143,potato,2014-10-18 15:31:00,S1A,5158,high,2014-10-18,2014,2014-10-18 18:31:00
0.05991073631206792,0.013790280009955391,42.2630418535127,D80,wheat,2014-10-18 15:31:00,S1A,6690,high,2014-10-18,2014,2014-10-18 18:31:00
0.06947573842073078,0.016089708160098724,42.16564328222715,A144,potato,2014-10-18 15:31:00,S1A,4957,high,2014-10-18,2014,2014-10-18 18:31:00
0.07151006930637893,0.01602154171533476,42.08683367071525,D100,potato,2014-10-18 15:31:00,S1A,5187,high,2014-10-18,2014,2014-10-18 18:31:00
0.03304601153069323,0.003236822109497163,42.41184609552691,D71,wheat,2014-10-18 15:31:00,S1A,6595,high,2014-10-18,2014,2014-10-18 18:31:00
0.09703408237878114,0.02281280010761881,42.42062574139976,D43,alfaalfa,2014-10-18 15:31:00,S1A,4215,high,2014-10-18,2014,2014-10-18 18:31:00
0.08990793129832474,0.019916178653692346,42.48667136178374,D45,alfaalfa,2014-10-18 15:31:00,S1A,4171,high,2014-10-18,2014,2014-10-18 18:31:00
0.05804453711945751,0.01038691540383308,42.5979950221239,137E,wheat,2014-10-30 15:31:00,S1A,6780,high,2014-10-30,2014,2014-10-30 18:31:00
0.053905012460787535,0.009579910588572955,42.476512512441346,138,wheat,2014-10-30 15:31:00,S1A,7033,high,2014-10-30,2014,2014-10-30 18:31:00
0.05033942575007571,0.010350502843749443,42.61563880575745,115E,wheat,2014-10-30 15:31:00,S1A,7017,high,2014-10-30,2014,2014-10-30 18:31:00
0.05520330172598677,0.010715654858126054,42.54536571491486,127E,wheat,2014-10-30 15:31:00,S1A,6812,high,2014-10-30,2014,2014-10-30 18:31:00
0.05481730892126789,0.010573985316827916,42.48412394098744,139E,wheat,2014-10-30 15:31:00,S1A,6846,high,2014-10-30,2014,2014-10-30 18:31:00
0.04478967001694375,0.0041224598068323615,42.73453315718964,E57,barely,2014-10-30 15:31:00,S1A,6718,high,2014-10-30,2014,2014-10-30 18:31:00
0.05420348935415308,0.010617317642903787,42.59492702448211,116E,wheat,2014-10-30 15:31:00,S1A,6903,high,2014-10-30,2014,2014-10-30 18:31:00
0.04715690590856814,0.004823224764343694,42.6765082902051,E48,wheat,2014-10-30 15:31:00,S1A,5217,high,2014-10-30,2014,2014-10-30 18:31:00
0.06015239636253544,0.014039362310687175,43.061303757088844,E19,alfaalfa,2014-10-30 15:31:00,S1A,5290,high,2014-10-30,2014,2014-10-30 18:31:00
0.06391933333120575,0.011251904606040006,42.53646400689905,128E,wheat,2014-10-30 15:31:00,S1A,5508,high,2014-10-30,2014,2014-10-30 18:31:00
0.08396117813789006,0.015533083856875449,42.462132352941175,140E,wheat,2014-10-30 15:31:00,S1A,6970,high,2014-10-30,2014,2014-10-30 18:31:00
0.04845223536705764,0.004650504353994867,42.681679731771816,E58,wheat,2014-10-30 15:31:00,S1A,5294,high,2014-10-30,2014,2014-10-30 18:31:00
0.060863483254679565,0.010921234285770938,42.647371283538796,117E,wheat,2014-10-30 15:31:00,S1A,6895,high,2014-10-30,2014,2014-10-30 18:31:00
0.08539910370700733,0.01682710244308654,42.54401793525809,129E,wheat,2014-10-30 15:31:00,S1A,6858,high,2014-10-30,2014,2014-10-30 18:31:00
0.08227936814470989,0.016403584945492627,42.7217987804878,E49,wheat,2014-10-30 15:31:00,S1A,5248,high,2014-10-30,2014,2014-10-30 18:31:00
0.06462161724384015,0.012737955849551591,42.96894415680473,E1,wheat,2014-10-30 15:31:00,S1A,6760,high,2014-10-30,2014,2014-10-30 18:31:00
0.04288517949796247,0.003959027594739149,42.62570128885519,E59,wheat,2014-10-30 15:31:00,S1A,6595,high,2014-10-30,2014,2014-10-30 18:31:00
0.056484740816815565,0.01017389165924762,42.48778250660405,118E,wheat,2014-10-30 15:31:00,S1A,6814,high,2014-10-30,2014,2014-10-30 18:31:00
0.04720141958269238,0.004699841319965274,42.59817795155913,E50,wheat,2014-10-30 15:31:00,S1A,5099,high,2014-10-30,2014,2014-10-30 18:31:00
0.05616576259628618,0.011043839885675765,42.995210664180426,C67,wheat,2014-10-30 15:31:00,S1A,5631,high,2014-10-30,2014,2014-10-30 18:31:00
0.054348185142790176,0.009903721233613244,42.47615290360909,142E,wheat,2014-10-30 15:31:00,S1A,6733,high,2014-10-30,2014,2014-10-30 18:31:00
0.061966138694718564,0.012837376510887816,43.189016812865496,106C,wheat,2014-10-30 15:31:00,S1A,6840,high,2014-10-30,2014,2014-10-30 18:31:00
0.03288894416560076,0.0029055590465444283,42.77257223113965,E41,alfaalfa,2014-10-30 15:31:00,S1A,5607,high,2014-10-30,2014,2014-10-30 18:31:00
0.053303171302685644,0.010424318523750867,43.22395738481151,C61,wheat,2014-10-30 15:31:00,S1A,5491,high,2014-10-30,2014,2014-10-30 18:31:00
0.08811263963214548,0.015438872721993069,42.654885304219825,E51,wheat,2014-10-30 15:31:00,S1A,5095,high,2014-10-30,2014,2014-10-30 18:31:00
0.08184449984525197,0.016658124026424366,42.45717575735508,131E,wheat,2014-10-30 15:31:00,S1A,6866,high,2014-10-30,2014,2014-10-30 18:31:00
0.1120867989280007,0.02119355057225083,42.7787138967803,E22,wheat,2014-10-30 15:31:00,S1A,5280,high,2014-10-30,2014,2014-10-30 18:31:00
0.047335428082584376,0.009479616183353013,43.15310436537051,C55,wheat,2014-10-30 15:31:00,S1A,6815,high,2014-10-30,2014,2014-10-30 18:31:00
0.08000203870382833,0.016551749524789237,42.49231718259309,120E,wheat,2014-10-30 15:31:00,S1A,6687,high,2014-10-30,2014,2014-10-30 18:31:00
0.05262114683044627,0.010907915605916052,43.26502938074431,104C,wheat,2014-10-30 15:31:00,S1A,6637,high,2014-10-30,2014,2014-10-30 18:31:00
0.06750882172313284,0.012875058221648654,43.11057338662221,C60,wheat,2014-10-30 15:31:00,S1A,5098,high,2014-10-30,2014,2014-10-30 18:31:00
0.09815933472707059,0.019674848397451223,42.799932455049735,E23,wheat,2014-10-30 15:31:00,S1A,5228,high,2014-10-30,2014,2014-10-30 18:31:00
0.043517151491993124,0.008476682947990312,43.324790411064754,C49,wheat,2014-10-30 15:31:00,S1A,6471,high,2014-10-30,2014,2014-10-30 18:31:00
0.0852788469821129,0.01725824782169448,42.73841083413231,E33,wheat,2014-10-30 15:31:00,S1A,5215,high,2014-10-30,2014,2014-10-30 18:31:00
0.05071614195146961,0.010678572692074291,43.249557516569595,103C,wheat,2014-10-30 15:31:00,S1A,4979,high,2014-10-30,2014,2014-10-30 18:31:00
0.04240678030182079,0.003036591994412336,43.199719005449595,C59,alfaalfa,2014-10-30 15:31:00,S1A,6606,high,2014-10-30,2014,2014-10-30 18:31:00
